#UniProt1	UniProt2	PubMedIDs	InteractionType	Directedness
H1ZYB7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P92208	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
D5AEL1	P04412	22110040	Post-translational_modification	PPI_directed
P52295	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7KQP6	Q01083	22110040	Post-translational_modification	PPI_directed
A4V2B8	Q00805	22110040	Post-translational_modification	PPI_directed
D3DMF9	P04412	22110040	Post-translational_modification	PPI_directed
P45891	Q00805	22110040	Post-translational_modification	PPI_directed
C0PUX5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P40417	P11346	8722784;11063697;22028469;8124723;21036869;10511556;11014822;8770593;10655223;21071413	interaction_from_external_databases	PPI_undirected
D1YSG1	Q01083	22110040	Post-translational_modification	PPI_directed
Q9V9X8	Q08012	22110040	Post-translational_modification	PPI_directed
Q7JMV3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9W3Y1	Q08012	22110040	Post-translational_modification	PPI_directed
P00522	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VE73	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VG38	P12370	10769240;9874371;21071413	interaction_from_external_databases	PPI_undirected
Q6NR32	Q00805	22110040	Post-translational_modification	PPI_directed
Q9NFL3	Q9V3Q6	14605208;23331499;21036869;16079232;22036573	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q8SYA1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E1JIS7	Q08012	22110040	Post-translational_modification	PPI_directed
P18106	Q08012	22110040	Post-translational_modification	PPI_directed
Q7K523	P04412	22110040	Post-translational_modification	PPI_directed
P11346	Q8T0S6	15701972;23331499	Interaction_between_pathway_members	PPI_directed
E1JJ51	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B6UW20	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
D6W4W3	Q00805	22110040	Post-translational_modification	PPI_directed
Q9W354	Q08012	22110040	Post-translational_modification	PPI_directed
P28465	Q9V407	10457025;21071413	interaction_from_external_databases	PPI_undirected
B9EQU9	Q08012	22110040	Post-translational_modification	PPI_directed
Q9V9W8	P09615	11955446;12015286;21036869;21071413	interaction_from_external_databases	PPI_undirected
O01653	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0E973	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q86NK8	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VH01	P04412	22110040	Post-translational_modification	PPI_directed
Q59DY7	P29503	22110040	Post-translational_modification	PPI_directed
Q9I7U4	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KLE5	Q00805	22110040	Post-translational_modification	PPI_directed
O61639	Q00805	22110040	Post-translational_modification	PPI_directed
P40792	P11346	10985385;11076763;21071413	interaction_from_external_databases	PPI_undirected
P18824	Q23977	10903184;12447392;21071413	interaction_from_external_databases	PPI_undirected
Q9VN82	Q02308	12049762;21071413	interaction_from_external_databases	PPI_undirected
Q00805	P20350	8026629;21071413	interaction_from_external_databases	PPI_undirected
Q24229	P04412	22110040	Post-translational_modification	PPI_directed
P91943	P18431	12730381;21071413	interaction_from_external_databases	PPI_undirected
Q9VRJ6	P04412	22110040	Post-translational_modification	PPI_directed
Q5BI79	P04412	22110040	Post-translational_modification	PPI_directed
Q9NIV1	P04412	22110040	Post-translational_modification	PPI_directed
Q9U8B9	Q01083	22110040	Post-translational_modification	PPI_directed
Q95SI0	Q08012	22110040	Post-translational_modification	PPI_directed
P18431	Q9VG38	11912487;21071413	interaction_from_external_databases	PPI_undirected
Q9VDW3	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q6NP15	Q08012	22110040	Post-translational_modification	PPI_directed
Q95U21	Q9VVI3	22110040	Post-translational_modification	PPI_directed
O01349	Q08012	22110040	Post-translational_modification	PPI_directed
Q961D4	Q9VVI3	22110040	Post-translational_modification	PPI_directed
C0PDF3	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7KN56	P04412	22110040	Post-translational_modification	PPI_directed
Q9VUI8	Q00805	22110040	Post-translational_modification	PPI_directed
Q24324	Q01083	22110040	Post-translational_modification	PPI_directed
D3DMC5	Q00805	22110040	Post-translational_modification	PPI_directed
Q86B73	Q00805	22110040	Post-translational_modification	PPI_directed
Q8MLP1	Q08012	22110040	Post-translational_modification	PPI_directed
F0JAN8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VL64	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P28465	O77438	23331499;21036869;12205098	Interaction_between_pathway_members	PPI_directed
E1U3G3	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q2XYF2	Q01083	22110040	Post-translational_modification	PPI_directed
B4YX01	Q00805	22110040	Post-translational_modification	PPI_directed
H1ZYB5	Q08012	22110040	Post-translational_modification	PPI_directed
Q0E973	Q08012	22110040	Post-translational_modification	PPI_directed
Q9NGX8	P04412	22110040	Post-translational_modification	PPI_directed
B6UW17	Q08012	22110040	Post-translational_modification	PPI_directed
Q8T9L5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
G4LU38	P04412	22110040	Post-translational_modification	PPI_directed
P18431	A1Z9D7	23331499;16340998	Interaction_between_pathway_members	PPI_directed
H1ZY83	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7JR75	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P09615	Q9VVX3	10556068;23331499;10996794;9671581;10477304;12205098;11274052;21036869;15143170;9875856;9875855;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
F0JAK9	P29503	22110040	Post-translational_modification	PPI_directed
Q0E972	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JVF1	Q01083	22110040	Post-translational_modification	PPI_directed
Q24342	P10041	23331499;12036964;9202123;21071413;9778511	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
B6UVZ5	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VJ90	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E3CTN9	P04412	22110040	Post-translational_modification	PPI_directed
A8JUV9	P04412	22110040	Post-translational_modification	PPI_directed
Q9W4F8	Q08012	22110040	Post-translational_modification	PPI_directed
Q960G5	Q08012	22110040	Post-translational_modification	PPI_directed
H1UUM2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
F0JAT3	Q08012	22110040	Post-translational_modification	PPI_directed
P49762	P04412	22110040	Post-translational_modification	PPI_directed
E1JJH6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P52295	Q08012	22110040	Post-translational_modification	PPI_directed
Q9W2L2	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KV89	P29503	22110040	Post-translational_modification	PPI_directed
P42003	Q7KTP1	9521913;21036869;9502733;21071413;8681796;8653785	interaction_from_external_databases	PPI_undirected
Q7JQ37	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VXW4	Q00805	22110040	Post-translational_modification	PPI_directed
B6UW17	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7JVF1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W0Q1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q95SP7	Q00805	22110040	Post-translational_modification	PPI_directed
Q9U8B9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q966V1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
O76281	Q01083	22110040	Post-translational_modification	PPI_directed
H1ZY64	P29503	22110040	Post-translational_modification	PPI_directed
B6UVZ0	Q01083	22110040	Post-translational_modification	PPI_directed
F6JBA1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q24229	P29503	22110040	Post-translational_modification	PPI_directed
Q960H6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P07207	P28159	8749394;23331499;10588874;15710747;9857191;21036869;12781136;10353901;21071413;8742832;11719214;9892565;15668164;9334275;7954795;10903180;11071771;21765394;8913755	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
P20439	P04412	22110040	Post-translational_modification	PPI_directed
Q4QPP7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VRT8	P04412	22110040	Post-translational_modification	PPI_directed
Q966V0	Q00805	22110040	Post-translational_modification	PPI_directed
H1ZY83	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8MZ44	Q01083	22110040	Post-translational_modification	PPI_directed
A1ZBL5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q95SH0	Q01083	22110040	Post-translational_modification	PPI_directed
C8VV09	Q08012	22110040	Post-translational_modification	PPI_directed
P09615	A1Z9D7	9502723;21071413	interaction_from_external_databases	PPI_undirected
P23647	P19538	23331499;9858670;8861096;15063184;14597665;21036869;14611647;12163413;10825151;21071413	Interaction_between_pathway_members	PPI_directed
A1ZBL9	Q00805	22110040	Post-translational_modification	PPI_directed
A9YJG0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P98081	P07207	23331499;21036869;9892565	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
H1ZYH9	Q01083	22110040	Post-translational_modification	PPI_directed
Q0E971	P29503	22110040	Post-translational_modification	PPI_directed
B6UVZ6	P04412	22110040	Post-translational_modification	PPI_directed
Q9W555	Q01083	22110040	Post-translational_modification	PPI_directed
B6UW04	P04412	22110040	Post-translational_modification	PPI_directed
Q86B72	P29503	22110040	Post-translational_modification	PPI_directed
Q7KRY7	P04412	22110040	Post-translational_modification	PPI_directed
B6UW08	P29503	22110040	Post-translational_modification	PPI_directed
E1JGP0	P04412	22110040	Post-translational_modification	PPI_directed
Q24096	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VIF7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q3ZAL0	Q00805	22110040	Post-translational_modification	PPI_directed
B7YZD9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VU84	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D3DMM3	Q00805	22110040	Post-translational_modification	PPI_directed
Q9V730	Q02936	9665133;23331499	Interaction_between_pathway_members	PPI_directed
D3DMW1	P04412	22110040	Post-translational_modification	PPI_directed
Q7KV33	Q01083	22110040	Post-translational_modification	PPI_directed
Q8IHB0	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q86NP0	Q08012	22110040	Post-translational_modification	PPI_directed
Q9V8V8	Q00805	22110040	Post-translational_modification	PPI_directed
A2VEN0	P04412	22110040	Post-translational_modification	PPI_directed
Q9VVI3	Q9Y0H4	22036573;21071413	interaction_from_external_databases	PPI_undirected
Q8IPW2	Q08012	22110040	Post-translational_modification	PPI_directed
P91926	A8JNM3	10725248;21071413	interaction_from_external_databases	PPI_undirected
Q23985	Q9V9J3	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q8INY1	Q24592	23331499;12479803	Interaction_between_pathway_members	PPI_directed
O61661	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VCV0	P29503	22110040	Post-translational_modification	PPI_directed
Q5LJP6	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q0KIF7	Q00805	22110040	Post-translational_modification	PPI_directed
Q94888	P29503	22110040	Post-translational_modification	PPI_directed
E2QD82	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0E965	Q08012	22110040	Post-translational_modification	PPI_directed
Q0E981	Q00805	22110040	Post-translational_modification	PPI_directed
P27091	Q7JQ36	23331499;9636086;9735359;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q9GSZ3	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VGQ0	Q08012	22110040	Post-translational_modification	PPI_directed
Q1RKW2	Q01083	22110040	Post-translational_modification	PPI_directed
B3DN76	P04412	22110040	Post-translational_modification	PPI_directed
Q494K0	Q00805	22110040	Post-translational_modification	PPI_directed
Q9NHV9	Q00805	22110040	Post-translational_modification	PPI_directed
A2VEX4	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W0F8	Q9VVJ6	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q17Q80	P04412	22110040	Post-translational_modification	PPI_directed
O44783	P11346	10457022;21071413	interaction_from_external_databases	PPI_undirected
Q9VT57	Q9VM64	22110040	Post-translational_modification	PPI_directed
D3DMN9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q0KIF7	Q9VM64	22110040	Post-translational_modification	PPI_directed
E1JJH6	Q00805	22110040	Post-translational_modification	PPI_directed
P23647	Q08012	22110040	Post-translational_modification	PPI_directed
Q86P88	Q08012	22110040	Post-translational_modification	PPI_directed
B9EQQ2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P83098	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q29QP1	Q08012	22110040	Post-translational_modification	PPI_directed
Q24210	P04412	22110040	Post-translational_modification	PPI_directed
Q961B0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
D1YSG7	Q00805	22110040	Post-translational_modification	PPI_directed
P08181	Q9VM64	22110040	Post-translational_modification	PPI_directed
A2VEV2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q03042	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9W5Q1	Q01083	22110040	Post-translational_modification	PPI_directed
P83098	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q86BR9	P04412	22110040	Post-translational_modification	PPI_directed
Q8IR23	Q01083	22110040	Post-translational_modification	PPI_directed
P18289	P04412	9224723;21071413	interaction_from_external_databases	PPI_undirected
A1ZA18	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P51023	P07207	8913755;11944933;21071413	interaction_from_external_databases	PPI_undirected
A1ZA05	Q01083	22110040	Post-translational_modification	PPI_directed
A2VEX4	P04412	22110040	Post-translational_modification	PPI_directed
Q9VPB7	Q01083	22110040	Post-translational_modification	PPI_directed
Q95SW3	Q00805	22110040	Post-translational_modification	PPI_directed
O44381	P04412	22110040	Post-translational_modification	PPI_directed
Q9VZU2	Q02936	23331499;16459296;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
A9YGT1	Q00805	22110040	Post-translational_modification	PPI_directed
Q59E20	P20350	9550715;1980740;9693134;9056776;9392517;11880346;11076763;10331978;10572049;8962088;10349622;12181568;21071413	interaction_from_external_databases	PPI_undirected
Q95TJ6	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A4V3G8	Q01083	22110040	Post-translational_modification	PPI_directed
O97143	P04412	22110040	Post-translational_modification	PPI_directed
Q24279	Q01083	22110040	Post-translational_modification	PPI_directed
P13368	Q08012	8162856;23331499;8462097;8462098;21036869;7781603;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q8T9L5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P32023	P04412	22110040	Post-translational_modification	PPI_directed
Q86B72	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VZF4	Q24311	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q8IRE7	P04412	22110040	Post-translational_modification	PPI_directed
A4V164	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q5LJP5	Q9VM64	22110040	Post-translational_modification	PPI_directed
A4V3W2	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9Y1T2	Q9VM64	22110040	Post-translational_modification	PPI_directed
A1ZA70	Q00805	22110040	Post-translational_modification	PPI_directed
C8VUY9	Q9VM64	22110040	Post-translational_modification	PPI_directed
P18502	Q59E20	10588875;21071413	interaction_from_external_databases	PPI_undirected
Q9VL64	Q01083	22110040	Post-translational_modification	PPI_directed
C5I7R1	Q00805	22110040	Post-translational_modification	PPI_directed
Q9GQQ6	P04412	22110040	Post-translational_modification	PPI_directed
Q9VU84	Q00805	22110040	Post-translational_modification	PPI_directed
A1Z7L8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P14785	P04412	22110040	Post-translational_modification	PPI_directed
Q494K0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P26675	P08646	23331499;1736363	Interaction_between_pathway_members	PPI_directed
B7FNN3	Q01083	22110040	Post-translational_modification	PPI_directed
G8IQ59	Q01083	22110040	Post-translational_modification	PPI_directed
F6JB93	Q00805	22110040	Post-translational_modification	PPI_directed
C1C3E7	P04412	22110040	Post-translational_modification	PPI_directed
O62618	P04412	22110040	Post-translational_modification	PPI_directed
Q24151	Q9VWW4	11504941;21071413	interaction_from_external_databases	PPI_undirected
Q9VM90	Q9VM64	22110040	Post-translational_modification	PPI_directed
P91634	O18683	8978685;22068330;9169420;21036869;23331499;15935772	Interaction_between_pathway_members	PPI_directed
Q9NBK5	P04412	22110040	Post-translational_modification	PPI_directed
E5KZ58	P29503	22110040	Post-translational_modification	PPI_directed
P45890	Q01083	22110040	Post-translational_modification	PPI_directed
A0PDV0	Q9U010	16951053;23331499	Interaction_between_pathway_members	PPI_directed
Q7KM05	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VZV3	P04412	22110040	Post-translational_modification	PPI_directed
Q6LEH5	P04412	22110040	Post-translational_modification	PPI_directed
Q15K23	P04412	22110040	Post-translational_modification	PPI_directed
Q9VJC2	P04412	22110040	Post-translational_modification	PPI_directed
A9YH73	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E5KZ58	Q00805	22110040	Post-translational_modification	PPI_directed
A4V2B8	P29503	22110040	Post-translational_modification	PPI_directed
Q95TT5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q03043	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VJC2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8STF7	Q01083	22110040	Post-translational_modification	PPI_directed
A8JUV9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VZD7	Q00805	22110040	Post-translational_modification	PPI_directed
A4V133	Q00805	22110040	Post-translational_modification	PPI_directed
H1ZY86	P29503	22110040	Post-translational_modification	PPI_directed
Q29R32	P04412	22110040	Post-translational_modification	PPI_directed
Q9U779	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E2QD82	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KPX5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8T4D0	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VA47	Q08012	22110040	Post-translational_modification	PPI_directed
Q960H0	P04412	22110040	Post-translational_modification	PPI_directed
Q7KV88	P29503	22110040	Post-translational_modification	PPI_directed
Q4V4A7	Q00805	22110040	Post-translational_modification	PPI_directed
Q1RKW2	Q08012	22110040	Post-translational_modification	PPI_directed
Q7YU80	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A4V164	Q00805	22110040	Post-translational_modification	PPI_directed
P08646	P07713	9869644;21071413	interaction_from_external_databases	PPI_undirected
E1JJI5	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VNJ5	P48462	22036573;21036869	interaction_from_external_databases	PPI_undirected
P12370	P91682	15592457;15616566;21036869;23331499	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
Q9XYM0	Q01083	22110040	Post-translational_modification	PPI_directed
Q8IGW6	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
F6JB93	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P91634	Q01083	22110040	Post-translational_modification	PPI_directed
Q24246	Q00805	22110040	Post-translational_modification	PPI_directed
Q95T01	P04412	22110040	Post-translational_modification	PPI_directed
C8VUZ5	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KSB7	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q24114	P09615	23331499;10996794;11437449;10421371;10421372;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q45VV3	Q01083	22110040	Post-translational_modification	PPI_directed
P18502	Q9VVX3	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
E1U3G3	Q08012	22110040	Post-translational_modification	PPI_directed
P10987	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q4QQD0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q1RKV9	Q9VM64	22110040	Post-translational_modification	PPI_directed
O01651	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W1B0	Q08012	22110040	Post-translational_modification	PPI_directed
O17049	Q9VM64	22110040	Post-translational_modification	PPI_directed
A4V402	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VCM6	Q01083	22110040	Post-translational_modification	PPI_directed
C7LAB4	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P25153	Q01083	22110040	Post-translational_modification	PPI_directed
Q6IHB1	P29503	22110040	Post-translational_modification	PPI_directed
O18683	P04412	22110040	Post-translational_modification	PPI_directed
Q70PP2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P28159	Q01842	11937027;21071413	interaction_from_external_databases	PPI_undirected
Q9VE88	P04412	22110040	Post-translational_modification	PPI_directed
E5KZ50	Q00805	22110040	Post-translational_modification	PPI_directed
A4V166	Q9VM64	22110040	Post-translational_modification	PPI_directed
H0USS9	Q01083	22110040	Post-translational_modification	PPI_directed
Q9W002	Q9VVI3	22110040	Post-translational_modification	PPI_directed
F0JAJ4	P04412	22110040	Post-translational_modification	PPI_directed
O01368	P42003	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q9W060	Q00805	22110040	Post-translational_modification	PPI_directed
Q59DW8	P29503	22110040	Post-translational_modification	PPI_directed
Q86P88	Q01083	22110040	Post-translational_modification	PPI_directed
Q86P88	P29503	22110040	Post-translational_modification	PPI_directed
Q9U4H2	Q00805	22110040	Post-translational_modification	PPI_directed
F6J3W3	Q00805	22110040	Post-translational_modification	PPI_directed
Q02308	P16371	21036869;12049762;9383058;12154126;21071413	interaction_from_external_databases	PPI_undirected
Q24307	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q59DY7	Q01083	22110040	Post-translational_modification	PPI_directed
Q9U8A9	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JMV3	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0KI87	P04412	22110040	Post-translational_modification	PPI_directed
Q9VAK0	Q00805	22110040	Post-translational_modification	PPI_directed
P12370	P91943	11504926;21071413	interaction_from_external_databases	PPI_undirected
Q9VCR6	P04412	22110040	Post-translational_modification	PPI_directed
Q9U779	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KTP1	P20350	9056776;21071413	interaction_from_external_databases	PPI_undirected
Q0KI87	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q94888	Q00805	22110040	Post-translational_modification	PPI_directed
D0IQ97	P29503	22110040	Post-translational_modification	PPI_directed
Q8MQJ7	Q00805	22110040	Post-translational_modification	PPI_directed
Q8INY1	Q01083	22110040;15710747;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
P52295	P04412	22110040	Post-translational_modification	PPI_directed
P51023	P29349	11014820;21071413	interaction_from_external_databases	PPI_undirected
Q9VGQ0	P29503	22110040	Post-translational_modification	PPI_directed
Q6IHB1	Q9VM64	22110040	Post-translational_modification	PPI_directed
C1C3D4	Q9VM64	22110040	Post-translational_modification	PPI_directed
O62531	Q08012	22110040	Post-translational_modification	PPI_directed
Q9W3R6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9V3Y8	P04412	22110040	Post-translational_modification	PPI_directed
Q0E981	Q08012	22110040	Post-translational_modification	PPI_directed
Q8T9L5	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VXE5	Q00805	22110040	Post-translational_modification	PPI_directed
Q6NNT3	Q01083	22110040	Post-translational_modification	PPI_directed
A4V3W1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A8JMD5	Q08012	22110040	Post-translational_modification	PPI_directed
Q9W0V1	Q08012	22110040	Post-translational_modification	PPI_directed
Q8SWT5	Q08012	22110040	Post-translational_modification	PPI_directed
E1JIS7	Q00805	22110040	Post-translational_modification	PPI_directed
A1ZA68	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9V4D6	P29503	22110040	Post-translational_modification	PPI_directed
F6J8U9	P29503	22110040	Post-translational_modification	PPI_directed
Q9W0V1	P91656	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q7KVY5	P04412	22110040	Post-translational_modification	PPI_directed
Q7M3J7	P04412	22110040	Post-translational_modification	PPI_directed
Q9VAR0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q08012	Q9VZZ9	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q9W0V1	P09208	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q03043	Q01083	22110040	Post-translational_modification	PPI_directed
Q0E971	Q00805	22110040	Post-translational_modification	PPI_directed
Q7K4V4	Q01083	22110040	Post-translational_modification	PPI_directed
C8VV69	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VC32	P04412	22110040	Post-translational_modification	PPI_directed
Q86BR9	Q01083	22110040	Post-translational_modification	PPI_directed
C6TP33	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8T3W2	Q00805	22110040	Post-translational_modification	PPI_directed
O76281	Q08012	22110040	Post-translational_modification	PPI_directed
Q02308	P16554	10835395;9409662;10842054;21071413	interaction_from_external_databases	PPI_undirected
Q8MT38	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P48423	P29349	11014820;21071413	interaction_from_external_databases	PPI_undirected
Q9W3Y1	P29503	22110040	Post-translational_modification	PPI_directed
Q0KI03	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
G2J5W6	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VZI9	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q1EBZ9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q86P88	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D0Z749	P04412	22110040	Post-translational_modification	PPI_directed
P10981	P04412	22110040	Post-translational_modification	PPI_directed
Q8T0H3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9V9J3	P11346	10075855;11063697;10906455;8682295;8013459;9927462;21071413	interaction_from_external_databases	PPI_undirected
Q86NP0	P04412	22110040	Post-translational_modification	PPI_directed
D3DMM2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VXN5	P04412	22110040	Post-translational_modification	PPI_directed
O62602	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KTP1	P18824	11290291;11003840;10903184;9716539;21071413	interaction_from_external_databases	PPI_undirected
A1ZA66	Q9VM64	22110040	Post-translational_modification	PPI_directed
P40417	P51023	8722784;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
P18824	Q9VVV9	11274052;10581282;10693810;21071413	interaction_from_external_databases	PPI_undirected
Q9GUB1	Q00805	22110040	Post-translational_modification	PPI_directed
C4XVJ2	Q01083	22110040	Post-translational_modification	PPI_directed
A1Z7T0	Q08012	22110040	Post-translational_modification	PPI_directed
A4V133	Q9VM64	22110040	Post-translational_modification	PPI_directed
P91656	Q08012	22110040	Post-translational_modification	PPI_directed
B7YZD8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7M3J7	Q9VM64	22110040	Post-translational_modification	PPI_directed
B6UVZ5	P29503	22110040	Post-translational_modification	PPI_directed
Q9VCI7	P18824	23331499;16314428	Interaction_between_pathway_members	PPI_directed
O46308	P04412	22110040	Post-translational_modification	PPI_directed
A1ZAN6	P04412	22110040	Post-translational_modification	PPI_directed
Q23994	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8MSQ7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VSF3	Q01083	22110040	Post-translational_modification	PPI_directed
