#FlyBase1	FlyBase2	PubMedIDs	InteractionType	Directedness
FBgn0045035	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010269	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0011739	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0027101	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0027889	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0037094	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0016131	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0015279	FBgn0020386	11344272;11943559;23331499;21071413	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0000042	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003366	FBgn0264959	8682295;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000273	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0031855	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0045980	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0263395	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000711	FBgn0261268	21036869;21447707	interaction_from_external_databases	PPI_undirected
FBgn0039673	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0262866	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0039301	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0038816	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0010303	10634792;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015618	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0085385	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003892	FBgn0259174	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0029891	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0015589	FBgn0026597	23331499;10921899	Interaction_between_pathway_members	PPI_directed
FBgn0011741	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0039908	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0026379	FBgn0004889	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0264959	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0260934	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0002643	FBgn0003205	8722784;9883586;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010269	FBgn0000097	8722784;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004647	FBgn0263601	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0052595	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0262617	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0015754	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0002431	FBgn0004859	12421709;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0085352	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003716	FBgn0000117	11290291;11003840;10903184;9716539;21071413	interaction_from_external_databases	PPI_undirected
FBgn0259168	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015024	FBgn0003444	15803137;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0052406	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000711	FBgn0002431	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0003716	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0039623	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0033504	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0010909	FBgn0001291	10469646;9694801;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011741	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0015589	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0001079	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0001139	21036869;12049762;9383058;12154126;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000047	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0024846	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0028410	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0004367	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0030018	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0015803	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0261456	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0016917	FBgn0004956	11504941;21071413	interaction_from_external_databases	PPI_undirected
FBgn0053993	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003731	FBgn0020224	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0014388	FBgn0003969	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0003892	FBgn0000490	8306973;9102309;11112325;21071413	interaction_from_external_databases	PPI_undirected
FBgn0041184	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0050021	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0027504	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0003444	FBgn0003371	11955435;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038466	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0001085	FBgn0016797	10556068;12403704;9671581;11003840;11731462;11717401;9875855;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003256	FBgn0262582	17255944;23331499;21036869	Interaction_between_pathway_members	PPI_directed
FBgn0039623	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003256	FBgn0003984	8824589;21071413	interaction_from_external_databases	PPI_undirected
FBgn0005640	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0034483	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0035656	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0030384	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000721	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261617	FBgn0011648	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0262733	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015772	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0026064	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0026323	21036869;10757786	interaction_from_external_databases	PPI_undirected
FBgn0010379	FBgn0002932	22110040	Post-translational_modification	PPI_directed
	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0001137	FBgn0003205	11606538;8978043;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000117	FBgn0085432	9751710;15768032;17113388;9783586;10924470;23331499;11258709;21036869;17113272;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0003502	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0086657	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000274	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000044	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000273	FBgn0003444	15592457;15616566;21036869;23331499	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0039908	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0052703	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0028582	FBgn0000463	23331499;15930117	Interaction_between_pathway_members	PPI_directed
FBgn0028717	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0029778	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0013987	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0004864	FBgn0010269	21036869;11919715	interaction_from_external_databases	PPI_undirected
FBgn0043900	FBgn0004009	11955446;12015286;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0032650	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004390	FBgn0004889	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0262733	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0001139	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0039110	FBgn0264493	14605208;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003256	FBgn0001291	9224723;8670899;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038659	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0033915	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0052406	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0026371	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0004859	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0031784	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0262716	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003716	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003256	FBgn0003118	8722784;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0039110	FBgn0000117	23331499;16314428	Interaction_between_pathway_members	PPI_directed
FBgn0010583	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0025800	FBgn0026369	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0015024	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0028717	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0260934	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000489	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0052703	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0002932	FBgn0026320	14605208;21036869	interaction_from_external_databases	PPI_undirected
FBgn0000044	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003731	FBgn0005672	8929534;7833285;7833286;21036869;9570772;22110040;20723758;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0011745	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0261988	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0021818	FBgn0003366	9814705;21071413	interaction_from_external_databases	PPI_undirected
FBgn0053193	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0002413	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0043903	FBgn0016917	11696329;12403714;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0263395	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0261456	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0026370	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0050372	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0261854	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004197	FBgn0000463	11719214;9553038;10519550;9927593;21071413	interaction_from_external_databases	PPI_undirected
FBgn0046692	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0020386	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0035656	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0028410	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0004647	FBgn0000097	8575295;8722784;10835395;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004360	FBgn0001085	23331499;12205098	Interaction_between_pathway_members	PPI_directed
FBgn0003205	FBgn0264959	10075855;8682295;11063697;9927462;21071413	interaction_from_external_databases	PPI_undirected
FBgn0085432	FBgn0004009	9783586;9039917;12091309;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003731	FBgn0003366	10215623;10882065;10725244;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004647	FBgn0004197	10862754;10588874;11719214;21071413;7720588;21036869	interaction_from_external_databases	PPI_undirected
FBgn0086693	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0032187	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0014001	FBgn0015806	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0027889	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0001079	FBgn0004644	15710747;9858670;21036869;8861096;10983993;10704398;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004859	FBgn0003731	1980740;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003716	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000721	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0023169	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0001291	FBgn0003731	9224723;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010333	FBgn0003716	10085257;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038816	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0259220	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0016975	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000047	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003366	FBgn0000463	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0024179	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0024326	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0045980	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0030018	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0039748	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0026597	FBgn0004889	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0034950	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000404	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000097	FBgn0003118	11937027;10655223;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010379	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0085385	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003716	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0030812	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0032395	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0053172	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0017456	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015567,FBgn0264855	FBgn0002973	23331499;21036869;12194853	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0001085	FBgn0002973	11146626;21071413	interaction_from_external_databases	PPI_undirected
FBgn0026063	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0005672	22110040;10924470;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0001169	FBgn0000490	12049762;21071413	interaction_from_external_databases	PPI_undirected
FBgn0002413	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0050349	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0002413	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0020245	FBgn0004644	9665133;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0003124	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0027343	23331499;12205098;10498678;21071413;21036869	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0003366	FBgn0013984	9883586;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011655	FBgn0000490	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0261456	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0015279	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010315	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0029891	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0038167	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0002973	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0005592	9809073;9883586;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003444	FBgn0011300	11934850;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0030864	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0036028	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003118	FBgn0000097	16362034;11937027;10655223;23331499;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0262110	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0031784	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0050372	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0015295	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010583	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0013988	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0020386	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0260935	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0027101	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0019686	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000045	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0085432	FBgn0001139	17113388;9783586;23331499;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0259678	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0034483	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0262617	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0037339	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000244	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0004644	8722784;21071413	interaction_from_external_databases	PPI_undirected
FBgn0032798	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0011823	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0259212	FBgn0001169	12049762;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000008	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0261268	FBgn0004859	16740475;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0010441	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0026598	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0260799	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261278	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0019968	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0020496	23331499;21036869;14605208;16287856;12154126;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0259680	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0026064	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0014018	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0033653	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0030018	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0033915	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0038816	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0029997	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0032042	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0035142	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000414	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0085385	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0034950	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0260798	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0031050	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000046	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015618	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0024889	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0263395	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0045980	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003317	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0003118	9883586;8033205;11063697;12636917;10655223;21071413	interaction_from_external_databases	PPI_undirected
FBgn0263968	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000489	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0037679	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000490	FBgn0003716	23331499;10357889;10022918;9827801;8044838;9827802;21036869;9735359;9056776;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0004569	FBgn0003205	8812105;10200472;21071413	interaction_from_external_databases	PPI_undirected
FBgn0032187	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0001085	FBgn0004647	10028968;21071413	interaction_from_external_databases	PPI_undirected
FBgn0015806	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0034135	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015806	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000442	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003892	FBgn0004859	11076770;21071413;8861096;8575316;11171398	interaction_from_external_databases	PPI_undirected
FBgn0031905	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0000405	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0002431	FBgn0020386	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0031050	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000173	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0033059	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0026370	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0027356	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003969	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0033915	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0046692	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0004436	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003557	FBgn0011648	15575970;21071413	interaction_from_external_databases	PPI_undirected
FBgn0035397	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0038197	FBgn0010379	12893776;21071413	interaction_from_external_databases	PPI_undirected
FBgn0035397	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0035590	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0004390	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0052179	FBgn0003731	23331499;12169630;12169631;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0002643	FBgn0001169	12049762;10545243;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010583	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003317	FBgn0003716	21036869;21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0024248	FBgn0026379	10556061;21036869	interaction_from_external_databases	PPI_undirected
FBgn0039943	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010269	FBgn0003366	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0016131	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0259212	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0033266	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000045	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015296	FBgn0014388	22036573;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003079	FBgn0003731	12750336;21071413;11063697;11729151	interaction_from_external_databases	PPI_undirected
FBgn0259680	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000045	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0015772	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0261617	FBgn0085432	23331499;21036869;9774110	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0264492	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004635	FBgn0001137	9486793;21036869;15616571;21071413	interaction_from_external_databases	PPI_undirected
FBgn0010382	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0035142	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0004177	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0015295	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0016797	10556068;23331499;10996794;9671581;10477304;12205098;11274052;21036869;15143170;9875856;9875855;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0264959	FBgn0003256	9927462;21071413	interaction_from_external_databases	PPI_undirected
FBgn0016794	FBgn0000382	21036869;11014820;22028469;10601017;8681384;9582352;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003390	FBgn0004644	15803137;23331499;21036869;15691765	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0058045	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0031784	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0039908	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0011739	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0024889	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015024	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0004360	FBgn0085432	10457025;21071413	interaction_from_external_databases	PPI_undirected
FBgn0024179	FBgn0011300	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0015806	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0024248	FBgn0015279	23331499;10399915;11943559;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0010453	FBgn0016797	23331499;12205098	Interaction_between_pathway_members	PPI_directed
FBgn0032187	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0082582	FBgn0004647	23331499;12919675	Interaction_between_pathway_members	PPI_directed
FBgn0002945	FBgn0001085	11274052;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000044	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0261931	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0002413	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0011591	FBgn0004197	9247339;9655817;23331499;9310337;10635331;9778511;9202123;9892565;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0261988	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003326	FBgn0004647	23331499;2125959;15760463;10959842;8913755;21036869;11214322;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0000382	FBgn0014388	23331499;16123311	Interaction_between_pathway_members	PPI_directed
	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0024832,FBgn0263351	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0002932	12049762;11180964;6443124;21071413	interaction_from_external_databases	PPI_undirected
FBgn0044047	FBgn0013984	23331499;11897402	Interaction_between_pathway_members	PPI_directed
