#FlyBase1	FlyBase2	PubMedIDs	InteractionType	Directedness
FBgn0037218	FBgn0000463	23331499;16682530	Interaction_between_pathway_members	PPI_directed
FBgn0000352	FBgn0001079	11839821;23331499;8861096;15063184;14597665;11914126;15710747;21036869;14611647;12163413;11495917;15691767;10825151;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0004956	FBgn0003612	11504941;21071413	interaction_from_external_databases	PPI_undirected
FBgn0002973	FBgn0260440	23331499;16113648	Interaction_between_pathway_members	PPI_directed
FBgn0001139	FBgn0003300	23331499;21036869;12145660;21071413;9271433;9371806	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0000042	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264006	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0261854	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0038630	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0003091	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004635	FBgn0261268	22036573;21036869	interaction_from_external_databases	PPI_undirected
FBgn0035533	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000352	FBgn0003444	14614827;14597665;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0011817	FBgn0001085	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0052595	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000045	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0261854	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0030000	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0036544	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0034937	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0015279	FBgn0024248	10399915;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0031905	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0010269	FBgn0003256	8722784;23331499;21036869;10511556;20802461;9927462;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0037657	FBgn0000117	23331499;16630820	Interaction_between_pathway_members	PPI_directed
FBgn0024913	FBgn0011300	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0002643	FBgn0000463	10545243;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000097	FBgn0003205	8722784;7781063;11063697;21071413	interaction_from_external_databases	PPI_undirected
FBgn0040068	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0259212	FBgn0003205	23331499;9226438;15710747;21036869;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0001169	FBgn0004635	12049762;21071413	interaction_from_external_databases	PPI_undirected
FBgn0260799	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0011739	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000490	FBgn0024234	9521913;9636086;8086336;21071413	interaction_from_external_databases	PPI_undirected
FBgn0260798	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0011743	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003256	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0040056	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004009	FBgn0001085	10556068;9716412;9153394;9671581;10996794;23331499;10457026;11301004;21036869;9875855;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0030864	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0037218	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0004197	FBgn0264959	9927462;21071413	interaction_from_external_databases	PPI_undirected
FBgn0050372	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0052677	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0011300	23331499;10357889;8289834;21036869;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0031784	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0038816	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0035142	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0015024	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0011300	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003969	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0264959	FBgn0001291	10634792;21071413	interaction_from_external_databases	PPI_undirected
FBgn0259174	FBgn0014388	22036573;21071413	interaction_from_external_databases	PPI_undirected
FBgn0052666	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0263930	FBgn0003169	11437449;21071413	interaction_from_external_databases	PPI_undirected
FBgn0030864	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0040206	FBgn0000524	14605208;16284625;23331499;21036869	Interaction_between_pathway_members	PPI_directed
FBgn0053193	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0027524	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0016126	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0024889	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0262866	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0027338	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0004380	FBgn0003444	15803137;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0260003	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0264492	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000229	FBgn0001085	9153394;21071413	interaction_from_external_databases	PPI_undirected
FBgn0002945	FBgn0004009	11274052;10693810;21071413	interaction_from_external_databases	PPI_undirected
FBgn0004647	FBgn0000017	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0023083	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0039943	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0035590	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0041604	FBgn0263930	11092814;21036869	interaction_from_external_databases	PPI_undirected
FBgn0032650	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0004106	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0031872	FBgn0004644	23331499;16630821	Interaction_between_pathway_members	PPI_directed
FBgn0000117	FBgn0000490	10924470;10903184;21071413	interaction_from_external_databases	PPI_undirected
FBgn0039075	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0027889	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0035397	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0261456	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0086657	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0264607	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0004374	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0053993	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004859	FBgn0030018	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038630	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0030384	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0035656	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0035533	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0000489	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0262733	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0000047	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0003731	12049762;1980740;9383058;21071413	interaction_from_external_databases	PPI_undirected
FBgn0086657	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0002413	FBgn0016917	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0015806	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0010341	FBgn0003716	10085257;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000097	FBgn0004390	1505027;21071413	interaction_from_external_databases	PPI_undirected
FBgn0032187	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0083969	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0023083	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0041604	FBgn0004644	23331499;18477454	Interaction_between_pathway_members	PPI_directed
FBgn0263968	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0262617	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0004644	FBgn0003892	21036869;23331499;15803137;10769240;9093856;9598354;8575316;7958947;8846898;11112325;12015301;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0004635	FBgn0000117	10581282;21071413	interaction_from_external_databases	PPI_undirected
FBgn0250755	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003317	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0016917	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0024889	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010909	FBgn0024326	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0259680	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0037218	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0025716	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0262614	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003892	FBgn0016797	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0021873	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0041184	FBgn0005672	22110040;15710747;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0037021	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0052666	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0004197	FBgn0004647	23331499;10862754;10588874;11719214;7720588;21036869;12651094;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0003256	FBgn0004569	8812105;22110040;21071413	Post-translational_modification;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0011817	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0086657	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003326	FBgn0000463	15760463;23331499;8647397;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0003733	FBgn0010269	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0004638	FBgn0000382	22028469;11014820;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0024179	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0035142	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0019686	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0013987	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0013988	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0011817	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0015024	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0028969	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0259168	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0261399	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0010333	FBgn0010303	10985385;11825878;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003716	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0013762	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0010441	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000273	FBgn0003371	11955435;10049571;21071413	interaction_from_external_databases	PPI_undirected
FBgn0030384	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0015279	FBgn0004859	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000442	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010333	FBgn0004569	10985385;21071413	interaction_from_external_databases	PPI_undirected
FBgn0037339	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0264742	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0001079	FBgn0005355	23331499;9858670;8307322;1468628;15710747;21036869;14611647;12163413;16413525;10825151;11252182;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0000499	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0011648	FBgn0085432	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0027101	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003861	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000250	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0003733	12750336;1638629;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0038630	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0024227	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0003892	FBgn0004647	9529525;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261456	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0264607	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0032677	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0027101	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0000490	10408443;21071413	interaction_from_external_databases	PPI_undirected
FBgn0035397	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0004889	10581282;21071413	interaction_from_external_databases	PPI_undirected
